FaceID,ID,Participant,FirstRating,GroupRating,SecondRating,Feedback,Change,Condition,TimeStamp1,TimeStamp2
27,9892fd6765970aca7727cec1fbb2e541,54,7,7,7,0,0,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
27,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,5,2,3,-3,-2,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
27,07dc05f1a68f75005eb70a83f439331b,31,5,3,6,-2,1,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
27,57f4f5e9e853cf503e0ab220df9f79cc,79,7,7,4,0,-3,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
27,63ec21e0b4bd36184c33d24cace7fbe8,11,7,4,5,-3,-2,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
28,f4fd242b133d791e273c503dfceba58c,86,4,6,7,2,3,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
28,82299725a9119b4569b15cbbea170b7e,95,4,4,2,0,-2,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
28,82d322fca6589d0ebc4368bda404c951,27,7,5,4,-2,-3,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
28,6b1118a88e92ff7bf195fcc65b96eee5,84,8,8,8,0,0,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
28,b5184ffa86ed19e0a67a7afd36b3292c,1,6,6,5,0,-1,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
28,b51e5776f7b4a6996de43f1a45dd51e1,9,6,6,5,0,-1,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
28,36225a5b406841d76432a3e4574aa1a0,12,4,6,5,2,1,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
28,7be23f3195f97dd528269477104b7704,55,6,3,4,-3,-2,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
28,1d509e348ba5f39cb47d50fe81397c87,61,7,5,6,-2,-1,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
28,74a1d4ece08df8a602d6b8064da56214,33,4,0,5,NA,1,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
28,db8bf49ecd626940890f7d825f90e24e,70,5,7,4,2,-1,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
28,f8def33ebb1ff0430f25402a40206f16,38,4,0,5,NA,1,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
28,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,0,7,NA,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
28,b2f6fc44d6f003ff1f23a15ad5083aee,45,4,2,5,-2,1,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
28,f583bc7f3f617fbe3eb0c1ee12387396,16,6,8,6,2,0,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
28,62d39f60bc2e78914f781d6d36570693,44,7,0,6,NA,-1,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
28,0f327e6c6c63a46a680dcdbd2cede877,81,4,1,5,-3,1,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
28,3f2da5ec0957c1bc05ce3d2397f83dee,36,7,5,8,-2,1,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
28,954fe366e8dabb877a8720c310d5a30d,52,6,4,6,-2,0,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
28,419b4da8d55d3057bdb39fd622731018,75,4,7,5,3,1,Peri,2020-05-11T11:16:46Z,2020-05-11T13:32:30Z
28,b8952c7bb974d4dfe049b290a3f53baf,82,6,6,3,0,-3,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
28,d2a97875e396037705b6469474571686,32,6,8,6,2,0,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
28,941155467298c63603077fb141484029,76,6,4,7,-2,1,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
28,2046e960da5226e7bc222e1c466aa5c6,73,5,3,5,-2,0,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
28,692bc7e5756ac32ddcebe10ff931cdbf,74,5,7,5,2,0,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
28,af8ae625bd2b13f01477e694e499771c,97,6,6,6,0,0,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
28,2f0a946788085ddd43a73b7c0b74eabb,96,5,2,3,-3,-2,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
28,997a59dc787fe7cbfe87fddb655e2962,65,6,4,7,-2,1,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
28,00871f50c9a1777d2198541509285028,69,5,7,5,2,0,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
28,b20e6af6df046084e432e8d3cca40f34,47,2,0,6,NA,4,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
28,4c05a8dea0245769b18ee7637961ecdb,72,7,4,4,-3,-3,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
28,0a64427687e3d89a222f280fec1e683a,31,5,3,5,-2,0,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
28,9892fd6765970aca7727cec1fbb2e541,54,6,3,3,-3,-3,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
28,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,7,4,7,-3,0,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
28,07dc05f1a68f75005eb70a83f439331b,31,6,6,7,0,1,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
28,57f4f5e9e853cf503e0ab220df9f79cc,79,4,4,6,0,2,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
28,63ec21e0b4bd36184c33d24cace7fbe8,11,4,0,4,NA,0,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
29,f4fd242b133d791e273c503dfceba58c,86,5,2,7,-3,2,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
29,82299725a9119b4569b15cbbea170b7e,95,6,6,7,0,1,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
29,82d322fca6589d0ebc4368bda404c951,27,7,5,2,-2,-5,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
29,6b1118a88e92ff7bf195fcc65b96eee5,84,8,6,8,-2,0,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
29,b5184ffa86ed19e0a67a7afd36b3292c,1,7,4,6,-3,-1,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
29,b51e5776f7b4a6996de43f1a45dd51e1,9,8,6,6,-2,-2,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
29,36225a5b406841d76432a3e4574aa1a0,12,6,3,7,-3,1,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
29,7be23f3195f97dd528269477104b7704,55,8,6,7,-2,-1,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
29,1d509e348ba5f39cb47d50fe81397c87,61,7,0,5,NA,-2,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
29,74a1d4ece08df8a602d6b8064da56214,33,6,8,6,2,0,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
29,db8bf49ecd626940890f7d825f90e24e,70,5,0,6,NA,1,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
29,f8def33ebb1ff0430f25402a40206f16,38,8,6,7,-2,-1,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
29,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,0,7,NA,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
29,b2f6fc44d6f003ff1f23a15ad5083aee,45,5,2,5,-3,0,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
29,f583bc7f3f617fbe3eb0c1ee12387396,16,7,5,5,-2,-2,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
29,62d39f60bc2e78914f781d6d36570693,44,8,0,7,NA,-1,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
29,0f327e6c6c63a46a680dcdbd2cede877,81,4,6,4,2,0,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
29,3f2da5ec0957c1bc05ce3d2397f83dee,36,7,0,8,NA,1,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
29,954fe366e8dabb877a8720c310d5a30d,52,8,8,7,0,-1,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
29,419b4da8d55d3057bdb39fd622731018,75,8,6,7,-2,-1,Peri,2020-05-11T11:16:46Z,2020-05-11T13:32:30Z
29,b8952c7bb974d4dfe049b290a3f53baf,82,3,0,3,NA,0,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
29,d2a97875e396037705b6469474571686,32,8,8,8,0,0,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
29,941155467298c63603077fb141484029,76,6,8,6,2,0,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
29,2046e960da5226e7bc222e1c466aa5c6,73,8,8,5,0,-3,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
29,692bc7e5756ac32ddcebe10ff931cdbf,74,8,0,6,NA,-2,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
29,af8ae625bd2b13f01477e694e499771c,97,7,7,6,0,-1,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
29,2f0a946788085ddd43a73b7c0b74eabb,96,8,5,8,-3,0,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
29,997a59dc787fe7cbfe87fddb655e2962,65,5,3,6,-2,1,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
29,00871f50c9a1777d2198541509285028,69,3,5,5,2,2,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
29,b20e6af6df046084e432e8d3cca40f34,47,5,0,7,NA,2,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
29,4c05a8dea0245769b18ee7637961ecdb,72,8,8,8,0,0,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
29,0a64427687e3d89a222f280fec1e683a,31,7,5,6,-2,-1,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
29,9892fd6765970aca7727cec1fbb2e541,54,7,7,6,0,-1,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
29,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,7,4,8,-3,1,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
29,07dc05f1a68f75005eb70a83f439331b,31,8,6,8,-2,0,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
29,57f4f5e9e853cf503e0ab220df9f79cc,79,5,0,7,NA,2,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
29,63ec21e0b4bd36184c33d24cace7fbe8,11,5,7,6,2,1,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
3,f4fd242b133d791e273c503dfceba58c,86,3,6,5,3,2,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
3,82299725a9119b4569b15cbbea170b7e,95,4,1,4,-3,0,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
3,82d322fca6589d0ebc4368bda404c951,27,4,0,3,NA,-1,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
3,6b1118a88e92ff7bf195fcc65b96eee5,84,1,1,2,0,1,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
3,b5184ffa86ed19e0a67a7afd36b3292c,1,3,3,3,0,0,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
3,b51e5776f7b4a6996de43f1a45dd51e1,9,3,5,3,2,0,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
3,36225a5b406841d76432a3e4574aa1a0,12,4,2,4,-2,0,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
3,7be23f3195f97dd528269477104b7704,55,4,0,5,NA,1,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
3,1d509e348ba5f39cb47d50fe81397c87,61,5,3,7,-2,2,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
3,74a1d4ece08df8a602d6b8064da56214,33,4,1,1,-3,-3,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
3,db8bf49ecd626940890f7d825f90e24e,70,5,3,5,-2,0,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
3,f8def33ebb1ff0430f25402a40206f16,38,4,1,5,-3,1,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
3,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,4,7,-3,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
3,b2f6fc44d6f003ff1f23a15ad5083aee,45,3,3,4,0,1,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
3,f583bc7f3f617fbe3eb0c1ee12387396,16,3,6,3,3,0,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
3,62d39f60bc2e78914f781d6d36570693,44,3,5,3,2,0,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
3,0f327e6c6c63a46a680dcdbd2cede877,81,3,5,4,2,1,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
3,3f2da5ec0957c1bc05ce3d2397f83dee,36,7,4,5,-3,-2,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
3,954fe366e8dabb877a8720c310d5a30d,52,5,5,4,0,-1,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
3,419b4da8d55d3057bdb39fd622731018,75,4,7,4,3,0,Peri,2020-05-11T11:16:46Z,2020-05-11T13:32:30Z
3,b8952c7bb974d4dfe049b290a3f53baf,82,2,4,2,2,0,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
3,d2a97875e396037705b6469474571686,32,7,4,6,-3,-1,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
3,941155467298c63603077fb141484029,76,5,2,6,-3,1,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
3,2046e960da5226e7bc222e1c466aa5c6,73,4,1,4,-3,0,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
3,692bc7e5756ac32ddcebe10ff931cdbf,74,3,3,4,0,1,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
3,af8ae625bd2b13f01477e694e499771c,97,6,4,5,-2,-1,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
3,2f0a946788085ddd43a73b7c0b74eabb,96,5,3,4,-2,-1,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
3,997a59dc787fe7cbfe87fddb655e2962,65,2,5,7,3,5,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
3,00871f50c9a1777d2198541509285028,69,2,5,4,3,2,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
3,b20e6af6df046084e432e8d3cca40f34,47,3,0,6,NA,3,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
3,4c05a8dea0245769b18ee7637961ecdb,72,2,5,4,3,2,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
3,0a64427687e3d89a222f280fec1e683a,31,5,3,4,-2,-1,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
3,9892fd6765970aca7727cec1fbb2e541,54,6,0,6,NA,0,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
3,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,5,3,5,-2,0,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
3,07dc05f1a68f75005eb70a83f439331b,31,4,4,4,0,0,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
3,57f4f5e9e853cf503e0ab220df9f79cc,79,5,8,3,3,-2,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
3,63ec21e0b4bd36184c33d24cace7fbe8,11,3,0,3,NA,0,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
30,f4fd242b133d791e273c503dfceba58c,86,6,6,6,0,0,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
30,82299725a9119b4569b15cbbea170b7e,95,3,3,6,0,3,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
30,82d322fca6589d0ebc4368bda404c951,27,4,4,4,0,0,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
30,6b1118a88e92ff7bf195fcc65b96eee5,84,3,5,3,2,0,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
30,b5184ffa86ed19e0a67a7afd36b3292c,1,5,8,4,3,-1,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
30,b51e5776f7b4a6996de43f1a45dd51e1,9,6,4,5,-2,-1,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
30,36225a5b406841d76432a3e4574aa1a0,12,7,5,5,-2,-2,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
30,7be23f3195f97dd528269477104b7704,55,3,1,4,-2,1,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
30,1d509e348ba5f39cb47d50fe81397c87,61,6,4,4,-2,-2,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
30,74a1d4ece08df8a602d6b8064da56214,33,1,3,1,2,0,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
30,db8bf49ecd626940890f7d825f90e24e,70,3,6,3,3,0,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
30,f8def33ebb1ff0430f25402a40206f16,38,7,7,4,0,-3,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
30,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,5,7,-2,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
30,b2f6fc44d6f003ff1f23a15ad5083aee,45,7,0,4,NA,-3,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
30,f583bc7f3f617fbe3eb0c1ee12387396,16,3,0,3,NA,0,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
30,62d39f60bc2e78914f781d6d36570693,44,2,4,3,2,1,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
30,0f327e6c6c63a46a680dcdbd2cede877,81,7,7,6,0,-1,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
30,3f2da5ec0957c1bc05ce3d2397f83dee,36,6,4,7,-2,1,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
30,954fe366e8dabb877a8720c310d5a30d,52,4,6,6,2,2,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
30,b8952c7bb974d4dfe049b290a3f53baf,82,5,7,2,2,-3,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
30,d2a97875e396037705b6469474571686,32,7,0,7,NA,0,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
30,941155467298c63603077fb141484029,76,5,2,6,-3,1,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
30,2046e960da5226e7bc222e1c466aa5c6,73,5,7,5,2,0,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
30,692bc7e5756ac32ddcebe10ff931cdbf,74,2,4,4,2,2,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
30,af8ae625bd2b13f01477e694e499771c,97,3,5,7,2,4,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
30,2f0a946788085ddd43a73b7c0b74eabb,96,7,5,6,-2,-1,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
30,997a59dc787fe7cbfe87fddb655e2962,65,7,0,3,NA,-4,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
30,00871f50c9a1777d2198541509285028,69,7,4,5,-3,-2,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
30,b20e6af6df046084e432e8d3cca40f34,47,2,4,5,2,3,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
30,4c05a8dea0245769b18ee7637961ecdb,72,7,7,7,0,0,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
30,0a64427687e3d89a222f280fec1e683a,31,5,2,4,-3,-1,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
30,9892fd6765970aca7727cec1fbb2e541,54,2,2,5,0,3,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
30,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,8,5,7,-3,-1,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
30,07dc05f1a68f75005eb70a83f439331b,31,8,8,5,0,-3,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
30,57f4f5e9e853cf503e0ab220df9f79cc,79,5,7,4,2,-1,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
30,63ec21e0b4bd36184c33d24cace7fbe8,11,5,8,6,3,1,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
31,f4fd242b133d791e273c503dfceba58c,86,6,6,3,0,-3,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
31,82299725a9119b4569b15cbbea170b7e,95,3,0,5,NA,2,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
31,82d322fca6589d0ebc4368bda404c951,27,3,6,5,3,2,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
31,6b1118a88e92ff7bf195fcc65b96eee5,84,3,1,5,-2,2,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
31,b5184ffa86ed19e0a67a7afd36b3292c,1,7,5,4,-2,-3,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
31,b51e5776f7b4a6996de43f1a45dd51e1,9,4,6,4,2,0,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
31,36225a5b406841d76432a3e4574aa1a0,12,6,6,6,0,0,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
31,7be23f3195f97dd528269477104b7704,55,6,0,6,NA,0,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
31,1d509e348ba5f39cb47d50fe81397c87,61,5,0,5,NA,0,Peri,2020-05-11T10:19:49Z,2020-05-12T08:34:56Z
31,74a1d4ece08df8a602d6b8064da56214,33,2,2,3,0,1,Peri,2020-05-13T20:10:11Z,2020-05-13T21:28:24Z
31,db8bf49ecd626940890f7d825f90e24e,70,5,0,5,NA,0,Peri,2020-05-11T10:49:57Z,2020-05-11T11:54:38Z
31,f8def33ebb1ff0430f25402a40206f16,38,7,5,5,-2,-2,Peri,2020-05-08T12:53:19Z,2020-05-09T13:27:16Z
31,6a0cb43be7d563c8364a8f1fdf481e0d,71,7,4,7,-3,0,Peri,2020-05-11T11:03:38Z,2020-05-11T12:05:46Z
31,b2f6fc44d6f003ff1f23a15ad5083aee,45,2,5,3,3,1,Peri,2020-05-08T17:09:27Z,2020-05-10T01:58:32Z
31,f583bc7f3f617fbe3eb0c1ee12387396,16,4,6,4,2,0,Peri,2020-05-07T17:23:10Z,2020-05-07T18:17:29Z
31,62d39f60bc2e78914f781d6d36570693,44,6,6,5,0,-1,Peri,2020-05-08T16:45:39Z,2020-05-08T18:12:03Z
31,0f327e6c6c63a46a680dcdbd2cede877,81,5,0,5,NA,0,Peri,2020-05-11T12:35:37Z,2020-05-12T22:27:46Z
31,3f2da5ec0957c1bc05ce3d2397f83dee,36,8,5,8,-3,0,Peri,2020-05-08T12:04:55Z,2020-05-08T21:07:31Z
31,954fe366e8dabb877a8720c310d5a30d,52,7,7,3,0,-4,Peri,2020-05-09T14:09:32Z,2020-05-10T09:58:15Z
31,419b4da8d55d3057bdb39fd622731018,75,5,3,5,-2,0,Peri,2020-05-11T11:16:46Z,2020-05-11T13:32:30Z
31,b8952c7bb974d4dfe049b290a3f53baf,82,3,6,4,3,1,Peri,2020-05-11T13:13:10Z,2020-05-11T15:34:50Z
31,d2a97875e396037705b6469474571686,32,7,4,8,-3,1,Peri,2020-05-13T19:27:00Z,2020-05-13T21:01:36Z
31,941155467298c63603077fb141484029,76,6,8,6,2,0,Peri,2020-05-11T11:26:24Z,2020-05-11T19:28:47Z
31,2046e960da5226e7bc222e1c466aa5c6,73,7,5,8,-2,1,Peri,2020-05-11T11:12:11Z,2020-05-11T13:02:33Z
31,692bc7e5756ac32ddcebe10ff931cdbf,74,5,7,5,2,0,Peri,2020-05-11T11:16:30Z,2020-05-12T10:18:57Z
31,af8ae625bd2b13f01477e694e499771c,97,2,4,6,2,4,Peri,2020-05-12T08:19:30Z,2020-05-13T12:38:49Z
31,2f0a946788085ddd43a73b7c0b74eabb,96,5,2,4,-3,-1,Peri,2020-05-12T08:14:46Z,2020-05-12T13:31:52Z
31,997a59dc787fe7cbfe87fddb655e2962,65,6,3,5,-3,-1,Peri,2020-05-11T10:31:13Z,2020-05-12T16:28:24Z
31,00871f50c9a1777d2198541509285028,69,6,4,5,-2,-1,Peri,2020-05-11T10:37:55Z,2020-05-11T11:59:16Z
31,b20e6af6df046084e432e8d3cca40f34,47,2,5,6,3,4,Peri,2020-05-08T17:17:19Z,2020-05-09T12:56:32Z
31,4c05a8dea0245769b18ee7637961ecdb,72,8,6,7,-2,-1,Peri,2020-05-11T11:07:17Z,2020-05-11T13:45:45Z
31,0a64427687e3d89a222f280fec1e683a,31,6,3,4,-3,-2,Peri,2020-05-13T17:39:40Z,2020-05-13T20:02:00Z
31,9892fd6765970aca7727cec1fbb2e541,54,4,2,5,-2,1,Peri,2020-05-10T08:13:59Z,2020-05-10T10:46:01Z
31,d8e21cb3ab5b8ccb8fa12545e5cdf88b,10,7,4,6,-3,-1,Peri,2020-05-12T15:25:17Z,2020-05-12T16:45:15Z
31,07dc05f1a68f75005eb70a83f439331b,31,8,8,8,0,0,Peri,2020-05-08T11:11:42Z,2020-05-09T09:54:54Z
31,57f4f5e9e853cf503e0ab220df9f79cc,79,6,6,5,0,-1,Peri,2020-05-11T11:35:22Z,2020-05-12T20:54:58Z
31,63ec21e0b4bd36184c33d24cace7fbe8,11,4,2,2,-2,-2,Peri,2020-05-12T15:38:57Z,2020-05-12T18:48:25Z
32,f4fd242b133d791e273c503dfceba58c,86,4,2,5,-2,1,Peri,2020-05-11T14:33:33Z,2020-05-12T06:46:41Z
32,82299725a9119b4569b15cbbea170b7e,95,4,2,4,-2,0,Peri,2020-05-12T08:11:44Z,2020-05-12T12:42:31Z
32,82d322fca6589d0ebc4368bda404c951,27,5,8,3,3,-2,Peri,2020-05-08T09:59:25Z,2020-05-09T07:13:50Z
32,6b1118a88e92ff7bf195fcc65b96eee5,84,5,5,4,0,-1,Peri,2020-05-11T13:59:46Z,2020-05-12T06:45:37Z
32,b5184ffa86ed19e0a67a7afd36b3292c,1,4,4,4,0,0,Peri,2020-05-07T13:26:05Z,2020-05-07T18:11:06Z
32,b51e5776f7b4a6996de43f1a45dd51e1,9,5,8,5,3,0,Peri,2020-05-12T14:19:49Z,2020-05-12T17:32:36Z
32,36225a5b406841d76432a3e4574aa1a0,12,6,6,6,0,0,Peri,2020-05-12T16:03:37Z,2020-05-12T17:33:36Z
32,7be23f3195f97dd528269477104b7704,55,3,6,3,3,0,Peri,2020-05-10T12:43:53Z,2020-05-10T18:25:33Z
